node_1,node_2,edge,chunk_id
Pressure gauge switch off,Incorrect pressure reading,causes,466
Pressure gauge damage,Incorrect pressure reading,causes,466
Hydraulic pump pressure adjustment spring too loose,Low pump pressure,causes,466
Suction oil filter partial clogging,Low pump pressure,causes,466
Suction oil filter insufficient capacity,Low pump pressure,causes,466
Suction line partial blockage,Low pump pressure,causes,466
Hydraulic pump damage,Low pump pressure,causes,466
Hydraulic pump severe internal leakage,Low pump pressure,causes,466
Right-side pipeline blockage,Pressure differential,causes,466
One-way flow control valve 15 blockage,Pressure differential,causes,466
Hydraulic cylinder fault,System failure,causes,466
Manual operation,Directional control valve,appliesTo,466
Manual adjustment,One-way flow control valve,appliesTo,466
Pressure adjustment,Pressure relief valve,appliesTo,466
Pressure reading verification,Pressure gauge,appliesTo,466
Disassembly,Hydraulic cylinder,appliesTo,466
Directional control valve,Spool movement,hasProperty,466
One-way flow control valve,Opening adjustment,hasProperty,466
Pressure relief valve,Pressure setting,hasProperty,466
Hydraulic pump,Pressure output,hasProperty,466
Hydraulic cylinder,Movement capability,hasProperty,466
Fuel tank level,Minimum mark requirement,isInfluencedBy,466
Air entry prevention,Return line position,isInfluencedBy,466
System performance,Filter condition,isInfluencedBy,466
System performance,Suction pipe position,isInfluencedBy,466
hydraulic cylinder,Equipment,classifiedAs,467
directional control valve,Component,classifiedAs,467
hydraulic pump,Equipment,classifiedAs,467
piston,Component,classifiedAs,467
sealing element,Component,classifiedAs,467
pipe fitting,Component,classifiedAs,467
three-way fitting,Component,classifiedAs,467
pressure gauge,Component,classifiedAs,467
shut-off valve,Component,classifiedAs,467
pipeline,Component,classifiedAs,467
localized heating,FailureMode,classifiedAs,467
pipeline blockage,FailureMode,classifiedAs,467
seal failure,Failure,classifiedAs,467
piston,hydraulic cylinder,isPartOf,467
sealing element,piston,isPartOf,467
pressure gauge,three-way fitting,isPartOf,467
shut-off valve,three-way fitting,isPartOf,467
seal failure,localized heating,causes,467
pipeline blockage,pressure differential,causes,467
localized heating,replace sealing element,canBeMaintainedBy,467
seal failure,replace sealing element,canBeMaintainedBy,467
localized heating detection,DiagnosticTechnique,classifiedAs,467
pressure differential measurement,DiagnosticTechnique,classifiedAs,467
localized heating detection,hydraulic cylinder,appliesTo,467
pressure differential measurement,pipeline,appliesTo,467
replace sealing element,MaintenanceMethod,classifiedAs,467
Hydraulic System Fault Diagnosis,Review and Discussion Question 3,isSubsectionOf,468
Review and Discussion Question 3,Hydraulic System Fault Diagnosis,contains,468
Hydraulic System Fault Diagnosis,basic components,hasProperty,468
Hydraulic System Fault Diagnosis,basic steps,hasProperty,468
Hydraulic System,Equipment,classifiedAs,468
Hydraulic System,common faults,hasProperty,468
Leakage,FailureMode,classifiedAs,468
Leakage,Hydraulic System,appliesTo,468
Vibrations,FailureMode,classifiedAs,468
Noise,FailureMode,classifiedAs,468
Vibrations,Hydraulic System,appliesTo,468
Noise,Hydraulic System,appliesTo,468
Elevated Oil Temperature,FailureMode,classifiedAs,468
Elevated Oil Temperature,Hydraulic System,appliesTo,468
Gear Pump,Component,classifiedAs,468
Gear Pump,Hydraulic System,isPartOf,468
Gear Pump,common faults,hasProperty,468
Vane Pump,Component,classifiedAs,468
Vane Pump,Hydraulic System,isPartOf,468
Vane Pump,common faults,hasProperty,468
Hydraulic Cylinder,Component,classifiedAs,468
Hydraulic Cylinder,Hydraulic System,isPartOf,468
Hydraulic Cylinder,common faults,hasProperty,468
Hydraulic Cylinder,troubleshooting methods,hasProperty,468
Creep,FailureMode,classifiedAs,468
Creep,Hydraulic Cylinder,appliesTo,468
Throttle Valve,Component,classifiedAs,468
Throttle Valve,Hydraulic System,isPartOf,468
Clogging,FailureMode,classifiedAs,468
Clogging,Throttle Valve,appliesTo,468
Throttling Port,Component,classifiedAs,468
Throttling Port,Throttle Valve,isPartOf,468
Clogging,Failure,causes,468
Directional Control Valve,Component,classifiedAs,468
Directional Control Valve,Hydraulic System,isPartOf,468
Directional Control Valve,common faults,hasProperty,468
Disassemble,MaintenanceMethod,classifiedAs,468
Break down,MaintenanceMethod,classifiedAs,468
Inspect,DiagnosticTechnique,classifiedAs,468
Hydraulic Cylinder,Disassemble,canBeMaintainedBy,468
Hydraulic Cylinder,Break down,canBeMaintainedBy,468
Hydraulic Cylinder,Inspect,canBeMaintainedBy,468
Relief Valve,Equipment,classifiedAs,469
Relief Valve,Pneumatic Transmission System,isPartOf,469
Pneumatic Transmission System,Equipment,classifiedAs,469
What are the common faults of a relief valve?,Chapter 4 Pneumatic Transmission System's,isSubsectionOf,469
What are the common faults of a relief valve?,Relief Valve,contains,469
Pneumatic System Fault Diagnosis Techniques and Methods,Troubleshooting,isSubsectionOf,470
Steps for Diagnosing Pneumatic System Faults,Pneumatic System Fault Diagnosis Techniques and Methods,isSubsectionOf,470
Familiar with performance and materials,Steps for Diagnosing Pneumatic System Faults,isSubsectionOf,470
Pneumatic System Fault Diagnosis Techniques and Methods,Diagnosing,contains,470
Pneumatic System Fault Diagnosis Techniques and Methods,Repairing,contains,470
Steps for Diagnosing Pneumatic System Faults,Diagnosing,contains,470
Familiar with performance and materials,materials,contains,470
Diagnosing,DiagnosticTechnique,classifiedAs,470
Repairing,MaintenanceMethod,classifiedAs,470
materials,Material,classifiedAs,470
Methods for Diagnosing Pneumatic System Faults,Summarize the lessons learned,isSubsectionOf,472
Empirical method,Methods for Diagnosing Pneumatic System Faults,isSubsectionOf,472
Observation,Empirical method,isSubsectionOf,472
Listening,Empirical method,isSubsectionOf,472
Inquiry,Empirical method,isSubsectionOf,472
Check,Empirical method,isSubsectionOf,472
Reasoning and Analysis Method,Methods for Diagnosing Pneumatic System Faults,isSubsectionOf,472
Empirical method,DiagnosticTechnique,classifiedAs,472
Reasoning and Analysis Method,DiagnosticTechnique,classifiedAs,472
Observation,DiagnosticTechnique,classifiedAs,472
Listening,DiagnosticTechnique,classifiedAs,472
Inquiry,DiagnosticTechnique,classifiedAs,472
Check,DiagnosticTechnique,classifiedAs,472
Empirical method,simple and easy to apply,hasProperty,472
Empirical method,limitations due to individual differences,hasProperty,472
actuator,Component,classifiedAs,472
pressure gauge,Component,classifiedAs,472
directional control valve,Component,classifiedAs,472
solenoid valve,Component,classifiedAs,472
cylinder,Component,classifiedAs,472
pneumatic system,Equipment,classifiedAs,472
movement speed abnormal changes,FailureMode,classifiedAs,472
pressure fluctuations,FailureMode,classifiedAs,472
unusual sounds,FailureMode,classifiedAs,472
air leaks,FailureMode,classifiedAs,472
overheating,FailureMode,classifiedAs,472
vibrations,FailureMode,classifiedAs,472
creeping motion,FailureMode,classifiedAs,472
lubricating oil,Material,classifiedAs,472
Observation,actuator,appliesTo,472
Observation,pressure gauge,appliesTo,472
Observation,lubricating oil,appliesTo,472
Observation,directional control valve,appliesTo,472
Observation,solenoid valve,appliesTo,472
Listening,cylinder,appliesTo,472
Listening,directional control valve,appliesTo,472
Listening,solenoid valve,appliesTo,472
Check,cylinder,appliesTo,472
Check,solenoid valve,appliesTo,472
Methods for Diagnosing Pneumatic System Faults,Empirical method,contains,472
Methods for Diagnosing Pneumatic System Faults,Reasoning and Analysis Method,contains,472
Empirical method,Observation,contains,472
Empirical method,Listening,contains,472
Empirical method,Inquiry,contains,472
Empirical method,Check,contains,472
Prioritize checking the components that were replaced before the failure occurred,Chapter 4 focuses on fault diagnosis and maintenance of pneumatic transmission systems,isSubsectionOf,474
pneumatic system,Equipment,isPartOf,474
solenoid valves,pneumatic system,isPartOf,474
actuating elements,Equipment,isPartOf,474
poor performance,FailureMode,classifiedAs,474
poor performance,actuating elements,appliesTo,474
fault diagnosis,DiagnosticTechnique,classifiedAs,474
maintenance,MaintenanceMethod,classifiedAs,474
pneumatic transmission systems,Equipment,classifiedAs,474
Cylinder fails to actuate,Failure,classifiedAs,475
Cylinder fails to actuate,insufficient pressure,hasProperty,475
Cylinder fails to actuate,lack of pressure,hasProperty,475
Cylinder fails to actuate,inadequate thrust,hasProperty,475
Solenoid valve malfunctioning,Cylinder fails to actuate,causes,475
Solenoid valve malfunctioning,FailureMode,classifiedAs,475
Control circuit issue,Cylinder fails to actuate,causes,475
Control circuit issue,FailureMode,classifiedAs,475
Faulty limit switch,Control circuit issue,causes,475
Counter receiving no signal,Control circuit issue,causes,475
Relay malfunctioning,Control circuit issue,causes,475
Sensors not properly installed,Control circuit issue,causes,475
Cylinder malfunctions,Cylinder fails to actuate,causes,475
Cylinder malfunctions,FailureMode,classifiedAs,475
Dust entering piston rod gap,Cylinder malfunctions,causes,475
Piston seizure,Cylinder malfunctions,causes,475
Sealing failure,Cylinder malfunctions,causes,475
Upper throttle valve closed,Cylinder malfunctions,causes,475
Pipeline failures,Cylinder fails to actuate,causes,475
Pipeline failures,FailureMode,classifiedAs,475
Insufficient pressure regulation,Pipeline failures,causes,475
Air leaks in gas lines,Pipeline failures,causes,475
Excessive pressure loss,Pipeline failures,causes,475
Insufficient air supply,Cylinder fails to actuate,causes,475
Insufficient air supply,FailureMode,classifiedAs,475
Sequential control system,Equipment,classifiedAs,475
Cylinder,Component,classifiedAs,475
Cylinder,Sequential control system,isPartOf,475
Solenoid valve,Component,classifiedAs,475
Solenoid valve,Sequential control system,isPartOf,475
Control circuit,Component,classifiedAs,475
Control circuit,Sequential control system,isPartOf,475
Limit switch,Component,classifiedAs,475
Limit switch,Control circuit,isPartOf,475
Counter,Component,classifiedAs,475
Counter,Control circuit,isPartOf,475
Relay,Component,classifiedAs,475
Relay,Control circuit,isPartOf,475
Sensors,Component,classifiedAs,475
Sensors,Cylinder,isPartOf,475
Piston rod,Component,classifiedAs,475
Piston rod,Cylinder,isPartOf,475
End cap guide sleeve,Component,classifiedAs,475
End cap guide sleeve,Cylinder,isPartOf,475
Cylinder barrel,Component,classifiedAs,475
Cylinder barrel,Cylinder,isPartOf,475
Piston,Component,classifiedAs,475
Piston,Cylinder,isPartOf,475
Upper throttle valve,Component,classifiedAs,475
Upper throttle valve,Cylinder,isPartOf,475
Pipeline,Component,classifiedAs,475
Pipeline,Sequential control system,isPartOf,475
Pressure-reducing valve,Component,classifiedAs,475
Pressure-reducing valve,Pipeline,isPartOf,475
Gas lines,Component,classifiedAs,475
Gas lines,Pipeline,isPartOf,475
Gas source,Component,classifiedAs,475
Gas source,Sequential control system,isPartOf,475
Dust,Material,classifiedAs,475
Dust,EnvironmentalFactor,isInfluencedBy,475
Maintenance of Pneumatic Systems,Maintenance of Pneumatic Systems,isSubsectionOf,476
Maintenance of Pneumatic Systems,daily maintenance,contains,476
Maintenance of Pneumatic Systems,periodic maintenance,contains,476
daily maintenance,MaintenanceMethod,classifiedAs,476
daily maintenance,performed every day,hasProperty,476
periodic maintenance,MaintenanceMethod,classifiedAs,476
periodic maintenance,"conducted weekly, monthly, or quarterly",hasProperty,476
Routine Maintenance,Maintenance of Pneumatic Systems,isSubsectionOf,476
Routine Maintenance,condensate drainage system,contains,476
Routine Maintenance,lubrication system,contains,476
Routine Maintenance,air compressor system,contains,476
Maintenance of the Condensate Drain System,Maintenance of Pneumatic Systems,isSubsectionOf,476
condensate drainage system,Component,classifiedAs,476
condensate drainage system,pneumatic system,isPartOf,476
condensation,EnvironmentalFactor,classifiedAs,476
condensation,rusting,causes,476
rusting,FailureMode,classifiedAs,476
rusting,pipes,appliesTo,476
rusting,components,appliesTo,476
pipes,Component,classifiedAs,476
pneumatic system,Equipment,classifiedAs,476
air compressors,Component,classifiedAs,476
air compressors,pneumatic system,isPartOf,476
aftercoolers,Component,classifiedAs,476
aftercoolers,pneumatic system,isPartOf,476
air receivers,Component,classifiedAs,476
air receivers,pneumatic system,isPartOf,476
piping networks,Component,classifiedAs,476
piping networks,pneumatic system,isPartOf,476
air filters,Component,classifiedAs,476
air filters,pneumatic system,isPartOf,476
dryers,Component,classifiedAs,476
dryers,pneumatic system,isPartOf,476
automatic drains,Component,classifiedAs,476
automatic drains,pneumatic system,isPartOf,476
freezing,FailureMode,classifiedAs,476
freezing,nighttime temperatures drop below 0°C,isInfluencedBy,476
nighttime temperatures drop below 0°C,EnvironmentalFactor,classifiedAs,476
Maintenance of the Lubrication System,Maintenance of Pneumatic Systems,isSubsectionOf,476
Insufficient lubrication,increased frictional resistance,causes,477
Insufficient lubrication,poor operation of pneumatic components,causes,477
Insufficient lubrication,leaks,causes,477
increased frictional resistance,poor operation of pneumatic components,causes,477
wear on sealing surfaces,leaks,causes,477
oil mist lubricator,pneumatic systems,isPartOf,477
air compressor,Air Compressor System,isPartOf,477
water-cooled aftercooler,compressor system,isPartOf,477
lubricator,pneumatic systems,isPartOf,477
oil mist lubricator,oil drip rate,hasProperty,477
